customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST08535,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),81.67,1729.15,No
CUST08536,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,547.83,No
CUST08537,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,73.2,2895.48,No
CUST08538,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,603.7,No
CUST08539,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,197.8,No
CUST08540,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,56.83,389.98,No
CUST08541,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,58.13,729.59,No
CUST08542,Female,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.02,975.9,No
CUST08543,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),56.46,377.41,No
CUST08544,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.69,1188.44,No
CUST08545,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.31,157.33,Yes
CUST08546,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.15,342.84,No
CUST08547,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),76.4,1972.5,No
CUST08548,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),60.47,241.44,No
CUST08549,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.33,145.48,Yes
CUST08550,Male,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.23,131.93,No
CUST08551,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,54.16,482.03,No
CUST08552,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),88.7,608.89,No
CUST08553,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,64.91,583.97,No
CUST08554,Female,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.95,136.69,No
CUST08555,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.7,171.39,No
CUST08556,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),81.25,388.09,Yes
CUST08557,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.29,724.88,No
CUST08558,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.24,416.47,No
CUST08559,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),79.58,2398.7,No
CUST08560,Male,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,57.27,763.22,No
CUST08561,Female,1,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.01,1322.99,No
CUST08562,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.71,1238.38,Yes
CUST08563,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.64,284.67,No
CUST08564,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.28,5472.22,No
CUST08565,Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),81.4,78.77,No
CUST08566,Male,1,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.65,168.96,No
CUST08567,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,54.68,326.1,No
CUST08568,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.54,3042.04,No
CUST08569,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),86.91,4223.73,No
CUST08570,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.34,672.46,No
CUST08571,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.53,236.23,No
CUST08572,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.21,978.77,No
CUST08573,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,35.64,No
CUST08574,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,66.61,1388.58,No
CUST08575,Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,54.68,2979.3,No
CUST08576,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.22,1308.03,Yes
CUST08577,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.84,158.49,No
CUST08578,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),69.02,1648.8,No
CUST08579,Male,1,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.24,309.41,No
CUST08580,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,80.73,155.38,No
CUST08581,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),47.44,1152.38,No
CUST08582,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.63,267.77,No
CUST08583,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.82,187.94,No
CUST08584,Female,1,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.84,1325.8,No
CUST08585,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.47,1346.98,No
CUST08586,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.28,73.73,No
CUST08587,Male,1,No,No,0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.33,55.54,Yes
CUST08588,Male,1,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,718.47,Yes
CUST08589,Female,0,No,Yes,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,47.21,93.36,No
CUST08590,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,89.76,1460.36,No
CUST08591,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.15,4499.54,No
CUST08592,Female,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.66,970.29,No
CUST08593,Female,1,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.73,154.78,No
CUST08594,Female,0,No,Yes,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,51.91,502.52,No
CUST08595,Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.46,1066.74,No
CUST08596,Female,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.35,1533.82,Yes
CUST08597,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,309.77,No
CUST08598,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.44,79.38,Yes
CUST08599,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,44.97,134.24,No
CUST08600,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.22,750.18,Yes
CUST08601,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.82,1575.28,No
CUST08602,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.25,921.01,Yes
CUST08603,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,19.54,No
CUST08604,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.46,548.11,No
CUST08605,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.99,1524.34,Yes
CUST08606,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.14,908.61,No
CUST08607,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,173.36,No
CUST08608,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),77.23,973.25,No
CUST08609,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.84,205.34,No
CUST08610,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),83.5,1996.91,No
CUST08611,Female,1,Yes,No,27,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.31,1199.01,No
CUST08612,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.27,577.98,No
CUST08613,Male,0,No,Yes,6,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.5,259.62,No
CUST08614,Female,1,No,No,20,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,62.97,1202.64,No
CUST08615,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.51,643.52,No
CUST08616,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.92,710.8,No
CUST08617,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),50.33,48.77,No
CUST08618,Female,1,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,87.48,86.66,No
CUST08619,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.23,152.68,Yes
CUST08620,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),85.68,330.24,No
CUST08621,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),87.51,86.69,No
CUST08622,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),74.27,72.49,No
CUST08623,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,125.85,Yes
CUST08624,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.96,103.25,Yes
CUST08625,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.31,644.24,No
CUST08626,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,66.51,63.19,No
CUST08627,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),64.05,2897.65,Yes
CUST08628,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.85,2658.42,No
CUST08629,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.81,73.54,No
CUST08630,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.37,55.86,No
CUST08631,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.33,148.84,Yes
CUST08632,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.14,751.36,No
CUST08633,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,81.02,1445.99,No
CUST08634,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.74,518.93,No
CUST08635,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,45.82,318.25,No
CUST08636,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,80.43,1179.38,No
CUST08637,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,54.7,365.5,No
CUST08638,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.92,4620.42,No
CUST08639,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.53,726.35,No
CUST08640,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.84,320.05,No
CUST08641,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,61.28,183.34,No
CUST08642,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,47.45,900.99,No
CUST08643,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.59,135.77,No
CUST08644,Male,1,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.6,81.42,No
CUST08645,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.14,462.18,No
CUST08646,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.73,448.4,No
CUST08647,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.35,1644.02,Yes
CUST08648,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),68.98,200.78,No
CUST08649,Female,0,No,No,26,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.46,1282.44,No
CUST08650,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.62,530.4,No
CUST08651,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.86,719.66,No
CUST08652,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.35,435.16,No
CUST08653,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.01,985.07,No
CUST08654,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,75.69,1524.19,No
CUST08655,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),75.54,528.28,Yes
CUST08656,Female,0,Yes,No,66,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.42,3166.19,No
CUST08657,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.93,974.71,No
CUST08658,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,69.37,474.64,No
CUST08659,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.84,312.13,No
CUST08660,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),95.23,94.36,Yes
CUST08661,Male,1,Yes,Yes,23,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.53,974.83,No
CUST08662,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,77.67,459.37,No
CUST08663,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.51,3825.87,No
CUST08664,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,76.56,291.55,No
CUST08665,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,64.15,924.98,No
CUST08666,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.04,1805.83,No
CUST08667,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,80.79,3149.42,No
CUST08668,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.3,194.98,No
CUST08669,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,1293.36,No
CUST08670,Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.63,2334.17,No
CUST08671,Male,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.34,1786.78,No
CUST08672,Female,1,No,Yes,38,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.3,2620.33,No
CUST08673,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,84.91,3411.46,No
CUST08674,Male,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,48.03,863.44,No
CUST08675,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,59.71,2127.5,No
CUST08676,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.46,314.83,No
CUST08677,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.99,311.99,No
CUST08678,Female,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.38,761.07,No
CUST08679,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),56.79,3943.94,No
CUST08680,Female,1,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.67,146.29,Yes
CUST08681,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.47,746.78,No
CUST08682,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,54.76,324.58,No
CUST08683,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,139.02,No
CUST08684,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,83.78,83.6,Yes
CUST08685,Male,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.41,658.98,No
CUST08686,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.15,5753.84,No
CUST08687,Male,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,172.02,No
CUST08688,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.67,547.82,No
CUST08689,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,56.55,111.12,No
CUST08690,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,72.6,3565.87,Yes
CUST08691,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.9,653.12,No
CUST08692,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),54.54,490.69,Yes
CUST08693,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),90.51,721.99,No
CUST08694,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.21,606.65,No
CUST08695,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,76.5,728.85,No
CUST08696,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),68.5,335.73,No
CUST08697,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,78.1,5583.55,No
CUST08698,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,83.6,2741.4,No
CUST08699,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,54.19,316.8,No
CUST08700,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),78.03,5340.5,No
CUST08701,Female,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.86,49.28,Yes
CUST08702,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.87,250.8,No
CUST08703,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),92.84,1411.49,No
CUST08704,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.62,78.67,Yes
CUST08705,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.52,203.23,No
CUST08706,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),48.99,242.24,No
CUST08707,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),81.48,1956.59,No
CUST08708,Female,0,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,993.76,No
CUST08709,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.22,1420.83,Yes
CUST08710,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,79.59,1226.17,No
CUST08711,Male,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.46,283.83,No
CUST08712,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,67.56,526.59,No
CUST08713,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.61,2942.58,No
CUST08714,Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.17,263.37,No
CUST08715,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,85.32,426.37,No
CUST08716,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.97,101.71,Yes
